	Alligator	Gavialis	Acanthisitta	Bombycilla	Regulus	Fringilla	Passer	Ploceus	Vidua	Sylvia	Turdus	Picathartes	Corvus	Malurus	Climacteris	Menura	Dendrocolaptes	Scytalopus	Grallaria	Thamnophilus	Mionectes	Tyrannus	Pipra	Pitta	Smithornis	Sapayoa	Alisterus	Psittacula	Micropsitta	Chalcopsitta	Platycercus	Psittacus	Cacatua	Daptrius	Falco	Herpetotheres	Micrastur	Cariama	Alcedo	Momotus	Todus	Brachypteracias	Coracias	Merops	Bucco	Galbula	Capito	Megalaima	Dryocopus	Indicator	Bucorvus	Tockus	Phoeniculus	Upupa	Pharomachrus	Trogon	Leptosomus	Colius	Urocolius	Phodilus	Tyto	Speotyto	Strix	Buteo	Gampsonyx	Pandion	Sagittarius	Cathartes	Sarcoramphus	Arenaria	Jacana	Rostratula	Pedionomus	Thinocorus	Dromas	Larus	Turnix	Burhinus	Charadrius	Phegornis	Haematopus	Anhinga	Phalacrocorax	Morus	Fregata	Ardea	Cochlearius	Eudocimus	Balaeniceps	Scopus	Pelecanus	Ciconia	Diomedea	Oceanodroma	Pelecanoides	Puffinus	Oceanites	Eudyptula	Gavia	Corythaeola	Tauraco	Aramus	Grus	Psophia	Heliornis	Sarothrura	Himantornis	Rallus	Centropus	Coua	Coccyzus	Phaenicophaeus	Cuculus	Crotophaga	Geococcyx	Choriotis	Eupodotis	Opisthocomus	Aegotheles	Aerodramus	Streptoprocne	Hemiprocne	Colibri	Phaethornis	Caprimulgus	Eurostopodus	Batrachostomus	Podargus	Nyctibius-br	Nyctibius-gr	Steatornis	Eurypyga	Rhynochetos	Columba	Geotrygon	Treron	Columbina	Otidiphaps	Mesitornis	Monias	Pterocles	Syrrhaptes	Phaethon-le	Phaethon-ru	Phoenicopterus	Podiceps	Alectura	Megapodius	Colinus	Coturnix	Gallus	Rollulus	Numida	Crax	Anas	Aythya	Biziura	Anser	Malacorhynchus	Oxyura	Anseranas	Chauna	Apteryx	Casuarius	Dromaius	Crypturellus	Tinamus	Eudromia	Nothoprocta	Rhea	Struthio
Podiceps	0.702957	0.725856	0.267079	0.314148	0.303705	0.302716	0.307252	0.286342	0.290893	0.30342	0.310651	0.288201	0.272265	0.301871	0.283326	0.259057	0.279879	0.279474	0.278337	0.277619	0.279294	0.283396	0.267503	0.301962	0.276862	0.284152	0.235799	0.233081	0.242596	0.243421	0.239209	0.242524	0.225282	0.186496	0.203121	0.171834	0.174245	0.170633	0.280272	0.243662	0.24632	0.221636	0.221017	0.247501	0.260873	0.257356	0.305418	0.314469	0.280515	0.275545	0.226929	0.263452	0.331681	0.332546	0.230187	0.231067	0.190947	0.249789	0.257208	0.180316	0.183078	0.200222	0.177125	0.160336	0.18138	0.166663	0.166283	0.143294	0.142262	0.191647	0.232072	0.227751	0.223749	0.233296	0.170549	0.177775	0.318842	0.160982	0.173124	0.171722	0.162732	0.175818	0.187299	0.162819	0.149591	0.172566	0.168539	0.164838	0.154663	0.176039	0.165252	0.149523	0.139204	0.148756	0.155458	0.146833	0.157351	0.152483	0.152734	0.182725	0.187776	0.183729	0.177231	0.201525	0.262088	0.279255	0.248988	0.248032	0.272104	0.239221	0.263425	0.249171	0.242969	0.232951	0.242763	0.188576	0.190653	0.187142	0.208154	0.223406	0.207966	0.20857	0.252172	0.254866	0.181567	0.178091	0.190328	0.182922	0.163728	0.156897	0.174792	0.212155	0.207642	0.218304	0.217796	0.211022	0.21486	0.20012	0.202351	0.201873	0.193379	0.191202	0.169338	0.169018	0.107277	0	0.31583	0.314716	0.40114	0.392894	0.36284	0.384608	0.337783	0.319892	0.298351	0.297657	0.296676	0.284503	0.305031	0.296409	0.249587	0.250275	0.314681	0.321829	0.325814	0.443983	0.425693	0.455021	0.451109	0.355639	0.329419
Alectura	0.740427	0.763326	0.394469	0.441538	0.431095	0.430106	0.434642	0.413732	0.418283	0.43081	0.438041	0.415591	0.399655	0.429261	0.410716	0.386447	0.407269	0.406864	0.405727	0.405009	0.406684	0.410786	0.394893	0.429352	0.404252	0.411542	0.363189	0.360471	0.369986	0.370811	0.366599	0.369914	0.352672	0.313886	0.330511	0.299224	0.301635	0.298023	0.407662	0.371052	0.37371	0.349026	0.348407	0.374891	0.388263	0.384746	0.432808	0.441859	0.407905	0.402935	0.354319	0.390842	0.459071	0.459936	0.357577	0.358457	0.318337	0.377179	0.384598	0.307706	0.310468	0.327612	0.304515	0.287726	0.30877	0.294053	0.293673	0.270684	0.269652	0.319037	0.359462	0.355141	0.351139	0.360686	0.297939	0.305165	0.446232	0.288372	0.300514	0.299112	0.290122	0.303208	0.314689	0.290209	0.276981	0.299956	0.295929	0.292228	0.282053	0.303429	0.292642	0.276913	0.266594	0.276146	0.282848	0.274223	0.284741	0.279873	0.280124	0.310115	0.315166	0.311119	0.304621	0.328915	0.389478	0.406645	0.376378	0.375422	0.399494	0.366611	0.390815	0.376561	0.370359	0.360341	0.370153	0.315966	0.318043	0.314532	0.339812	0.355064	0.339624	0.340228	0.38383	0.386524	0.313225	0.309749	0.321986	0.31458	0.295386	0.288555	0.30645	0.343813	0.3393	0.353366	0.352858	0.346084	0.349922	0.335182	0.337413	0.336935	0.328441	0.326264	0.3044	0.30408	0.281635	0.31583	0	0.05985	0.284456	0.27621	0.246156	0.267924	0.221099	0.203208	0.246079	0.245385	0.244404	0.232231	0.252759	0.244137	0.197315	0.198003	0.352151	0.359299	0.363284	0.481453	0.463163	0.492491	0.488579	0.393109	0.366889
Megapodius	0.739313	0.762212	0.393355	0.440424	0.429981	0.428992	0.433528	0.412618	0.417169	0.429696	0.436927	0.414477	0.398541	0.428147	0.409602	0.385333	0.406155	0.40575	0.404613	0.403895	0.40557	0.409672	0.393779	0.428238	0.403138	0.410428	0.362075	0.359357	0.368872	0.369697	0.365485	0.3688	0.351558	0.312772	0.329397	0.29811	0.300521	0.296909	0.406548	0.369938	0.372596	0.347912	0.347293	0.373777	0.387149	0.383632	0.431694	0.440745	0.406791	0.401821	0.353205	0.389728	0.457957	0.458822	0.356463	0.357343	0.317223	0.376065	0.383484	0.306592	0.309354	0.326498	0.303401	0.286612	0.307656	0.292939	0.292559	0.26957	0.268538	0.317923	0.358348	0.354027	0.350025	0.359572	0.296825	0.304051	0.445118	0.287258	0.2994	0.297998	0.289008	0.302094	0.313575	0.289095	0.275867	0.298842	0.294815	0.291114	0.280939	0.302315	0.291528	0.275799	0.26548	0.275032	0.281734	0.273109	0.283627	0.278759	0.27901	0.309001	0.314052	0.310005	0.303507	0.327801	0.388364	0.405531	0.375264	0.374308	0.39838	0.365497	0.389701	0.375447	0.369245	0.359227	0.369039	0.314852	0.316929	0.313418	0.338698	0.35395	0.33851	0.339114	0.382716	0.38541	0.312111	0.308635	0.320872	0.313466	0.294272	0.287441	0.305336	0.342699	0.338186	0.352252	0.351744	0.34497	0.348808	0.334068	0.336299	0.335821	0.327327	0.32515	0.303286	0.302966	0.280521	0.314716	0.05985	0	0.283342	0.275096	0.245042	0.26681	0.219985	0.202094	0.244965	0.244271	0.24329	0.231117	0.251645	0.243023	0.196201	0.196889	0.351037	0.358185	0.36217	0.480339	0.462049	0.491377	0.487465	0.391995	0.365775
Colinus	0.825737	0.848636	0.479779	0.526848	0.516405	0.515416	0.519952	0.499042	0.503593	0.51612	0.523351	0.500901	0.484965	0.514571	0.496026	0.471757	0.492579	0.492174	0.491037	0.490319	0.491994	0.496096	0.480203	0.514662	0.489562	0.496852	0.448499	0.445781	0.455296	0.456121	0.451909	0.455224	0.437982	0.399196	0.415821	0.384534	0.386945	0.383333	0.492972	0.456362	0.45902	0.434336	0.433717	0.460201	0.473573	0.470056	0.518118	0.527169	0.493215	0.488245	0.439629	0.476152	0.544381	0.545246	0.442887	0.443767	0.403647	0.462489	0.469908	0.393016	0.395778	0.412922	0.389825	0.373036	0.39408	0.379363	0.378983	0.355994	0.354962	0.404347	0.444772	0.440451	0.436449	0.445996	0.383249	0.390475	0.531542	0.373682	0.385824	0.384422	0.375432	0.388518	0.399999	0.375519	0.362291	0.385266	0.381239	0.377538	0.367363	0.388739	0.377952	0.362223	0.351904	0.361456	0.368158	0.359533	0.370051	0.365183	0.365434	0.395425	0.400476	0.396429	0.389931	0.414225	0.474788	0.491955	0.461688	0.460732	0.484804	0.451921	0.476125	0.461871	0.455669	0.445651	0.455463	0.401276	0.403353	0.399842	0.425122	0.440374	0.424934	0.425538	0.46914	0.471834	0.398535	0.395059	0.407296	0.39989	0.380696	0.373865	0.39176	0.429123	0.42461	0.438676	0.438168	0.431394	0.435232	0.420492	0.422723	0.422245	0.413751	0.411574	0.38971	0.38939	0.366945	0.40114	0.284456	0.283342	0	0.191478	0.161424	0.183192	0.152801	0.261778	0.331389	0.330695	0.329714	0.317541	0.338069	0.329447	0.282625	0.283313	0.437461	0.444609	0.448594	0.566763	0.548473	0.577801	0.573889	0.478419	0.452199
Coturnix	0.817491	0.84039	0.471533	0.518602	0.508159	0.50717	0.511706	0.490796	0.495347	0.507874	0.515105	0.492655	0.476719	0.506325	0.48778	0.463511	0.484333	0.483928	0.482791	0.482073	0.483748	0.48785	0.471957	0.506416	0.481316	0.488606	0.440253	0.437535	0.44705	0.447875	0.443663	0.446978	0.429736	0.39095	0.407575	0.376288	0.378699	0.375087	0.484726	0.448116	0.450774	0.42609	0.425471	0.451955	0.465327	0.46181	0.509872	0.518923	0.484969	0.479999	0.431383	0.467906	0.536135	0.537	0.434641	0.435521	0.395401	0.454243	0.461662	0.38477	0.387532	0.404676	0.381579	0.36479	0.385834	0.371117	0.370737	0.347748	0.346716	0.396101	0.436526	0.432205	0.428203	0.43775	0.375003	0.382229	0.523296	0.365436	0.377578	0.376176	0.367186	0.380272	0.391753	0.367273	0.354045	0.37702	0.372993	0.369292	0.359117	0.380493	0.369706	0.353977	0.343658	0.35321	0.359912	0.351287	0.361805	0.356937	0.357188	0.387179	0.39223	0.388183	0.381685	0.405979	0.466542	0.483709	0.453442	0.452486	0.476558	0.443675	0.467879	0.453625	0.447423	0.437405	0.447217	0.39303	0.395107	0.391596	0.416876	0.432128	0.416688	0.417292	0.460894	0.463588	0.390289	0.386813	0.39905	0.391644	0.37245	0.365619	0.383514	0.420877	0.416364	0.43043	0.429922	0.423148	0.426986	0.412246	0.414477	0.413999	0.405505	0.403328	0.381464	0.381144	0.358699	0.392894	0.27621	0.275096	0.191478	0	0.102756	0.145716	0.144555	0.253532	0.323143	0.322449	0.321468	0.309295	0.329823	0.321201	0.274379	0.275067	0.429215	0.436363	0.440348	0.558517	0.540227	0.569555	0.565643	0.470173	0.443953
Gallus	0.787437	0.810336	0.441479	0.488548	0.478105	0.477116	0.481652	0.460742	0.465293	0.47782	0.485051	0.462601	0.446665	0.476271	0.457726	0.433457	0.454279	0.453874	0.452737	0.452019	0.453694	0.457796	0.441903	0.476362	0.451262	0.458552	0.410199	0.407481	0.416996	0.417821	0.413609	0.416924	0.399682	0.360896	0.377521	0.346234	0.348645	0.345033	0.454672	0.418062	0.42072	0.396036	0.395417	0.421901	0.435273	0.431756	0.479818	0.488869	0.454915	0.449945	0.401329	0.437852	0.506081	0.506946	0.404587	0.405467	0.365347	0.424189	0.431608	0.354716	0.357478	0.374622	0.351525	0.334736	0.35578	0.341063	0.340683	0.317694	0.316662	0.366047	0.406472	0.402151	0.398149	0.407696	0.344949	0.352175	0.493242	0.335382	0.347524	0.346122	0.337132	0.350218	0.361699	0.337219	0.323991	0.346966	0.342939	0.339238	0.329063	0.350439	0.339652	0.323923	0.313604	0.323156	0.329858	0.321233	0.331751	0.326883	0.327134	0.357125	0.362176	0.358129	0.351631	0.375925	0.436488	0.453655	0.423388	0.422432	0.446504	0.413621	0.437825	0.423571	0.417369	0.407351	0.417163	0.362976	0.365053	0.361542	0.386822	0.402074	0.386634	0.387238	0.43084	0.433534	0.360235	0.356759	0.368996	0.36159	0.342396	0.335565	0.35346	0.390823	0.38631	0.400376	0.399868	0.393094	0.396932	0.382192	0.384423	0.383945	0.375451	0.373274	0.35141	0.35109	0.328645	0.36284	0.246156	0.245042	0.161424	0.102756	0	0.115662	0.114501	0.223478	0.293089	0.292395	0.291414	0.279241	0.299769	0.291147	0.244325	0.245013	0.399161	0.406309	0.410294	0.528463	0.510173	0.539501	0.535589	0.440119	0.413899
Rollulus	0.809205	0.832104	0.463247	0.510316	0.499873	0.498884	0.50342	0.48251	0.487061	0.499588	0.506819	0.484369	0.468433	0.498039	0.479494	0.455225	0.476047	0.475642	0.474505	0.473787	0.475462	0.479564	0.463671	0.49813	0.47303	0.48032	0.431967	0.429249	0.438764	0.439589	0.435377	0.438692	0.42145	0.382664	0.399289	0.368002	0.370413	0.366801	0.47644	0.43983	0.442488	0.417804	0.417185	0.443669	0.457041	0.453524	0.501586	0.510637	0.476683	0.471713	0.423097	0.45962	0.527849	0.528714	0.426355	0.427235	0.387115	0.445957	0.453376	0.376484	0.379246	0.39639	0.373293	0.356504	0.377548	0.362831	0.362451	0.339462	0.33843	0.387815	0.42824	0.423919	0.419917	0.429464	0.366717	0.373943	0.51501	0.35715	0.369292	0.36789	0.3589	0.371986	0.383467	0.358987	0.345759	0.368734	0.364707	0.361006	0.350831	0.372207	0.36142	0.345691	0.335372	0.344924	0.351626	0.343001	0.353519	0.348651	0.348902	0.378893	0.383944	0.379897	0.373399	0.397693	0.458256	0.475423	0.445156	0.4442	0.468272	0.435389	0.459593	0.445339	0.439137	0.429119	0.438931	0.384744	0.386821	0.38331	0.40859	0.423842	0.408402	0.409006	0.452608	0.455302	0.382003	0.378527	0.390764	0.383358	0.364164	0.357333	0.375228	0.412591	0.408078	0.422144	0.421636	0.414862	0.4187	0.40396	0.406191	0.405713	0.397219	0.395042	0.373178	0.372858	0.350413	0.384608	0.267924	0.26681	0.183192	0.145716	0.115662	0	0.136269	0.245246	0.314857	0.314163	0.313182	0.301009	0.321537	0.312915	0.266093	0.266781	0.420929	0.428077	0.432062	0.550231	0.531941	0.561269	0.557357	0.461887	0.435667
Numida	0.76238	0.785279	0.416422	0.463491	0.453048	0.452059	0.456595	0.435685	0.440236	0.452763	0.459994	0.437544	0.421608	0.451214	0.432669	0.4084	0.429222	0.428817	0.42768	0.426962	0.428637	0.432739	0.416846	0.451305	0.426205	0.433495	0.385142	0.382424	0.391939	0.392764	0.388552	0.391867	0.374625	0.335839	0.352464	0.321177	0.323588	0.319976	0.429615	0.393005	0.395663	0.370979	0.37036	0.396844	0.410216	0.406699	0.454761	0.463812	0.429858	0.424888	0.376272	0.412795	0.481024	0.481889	0.37953	0.38041	0.34029	0.399132	0.406551	0.329659	0.332421	0.349565	0.326468	0.309679	0.330723	0.316006	0.315626	0.292637	0.291605	0.34099	0.381415	0.377094	0.373092	0.382639	0.319892	0.327118	0.468185	0.310325	0.322467	0.321065	0.312075	0.325161	0.336642	0.312162	0.298934	0.321909	0.317882	0.314181	0.304006	0.325382	0.314595	0.298866	0.288547	0.298099	0.304801	0.296176	0.306694	0.301826	0.302077	0.332068	0.337119	0.333072	0.326574	0.350868	0.411431	0.428598	0.398331	0.397375	0.421447	0.388564	0.412768	0.398514	0.392312	0.382294	0.392106	0.337919	0.339996	0.336485	0.361765	0.377017	0.361577	0.362181	0.405783	0.408477	0.335178	0.331702	0.343939	0.336533	0.317339	0.310508	0.328403	0.365766	0.361253	0.375319	0.374811	0.368037	0.371875	0.357135	0.359366	0.358888	0.350394	0.348217	0.326353	0.326033	0.303588	0.337783	0.221099	0.219985	0.152801	0.144555	0.114501	0.136269	0	0.198421	0.268032	0.267338	0.266357	0.254184	0.274712	0.26609	0.219268	0.219956	0.374104	0.381252	0.385237	0.503406	0.485116	0.514444	0.510532	0.415062	0.388842
Crax	0.744489	0.767388	0.398531	0.4456	0.435157	0.434168	0.438704	0.417794	0.422345	0.434872	0.442103	0.419653	0.403717	0.433323	0.414778	0.390509	0.411331	0.410926	0.409789	0.409071	0.410746	0.414848	0.398955	0.433414	0.408314	0.415604	0.367251	0.364533	0.374048	0.374873	0.370661	0.373976	0.356734	0.317948	0.334573	0.303286	0.305697	0.302085	0.411724	0.375114	0.377772	0.353088	0.352469	0.378953	0.392325	0.388808	0.43687	0.445921	0.411967	0.406997	0.358381	0.394904	0.463133	0.463998	0.361639	0.362519	0.322399	0.381241	0.38866	0.311768	0.31453	0.331674	0.308577	0.291788	0.312832	0.298115	0.297735	0.274746	0.273714	0.323099	0.363524	0.359203	0.355201	0.364748	0.302001	0.309227	0.450294	0.292434	0.304576	0.303174	0.294184	0.30727	0.318751	0.294271	0.281043	0.304018	0.299991	0.29629	0.286115	0.307491	0.296704	0.280975	0.270656	0.280208	0.28691	0.278285	0.288803	0.283935	0.284186	0.314177	0.319228	0.315181	0.308683	0.332977	0.39354	0.410707	0.38044	0.379484	0.403556	0.370673	0.394877	0.380623	0.374421	0.364403	0.374215	0.320028	0.322105	0.318594	0.343874	0.359126	0.343686	0.34429	0.387892	0.390586	0.317287	0.313811	0.326048	0.318642	0.299448	0.292617	0.310512	0.347875	0.343362	0.357428	0.35692	0.350146	0.353984	0.339244	0.341475	0.340997	0.332503	0.330326	0.308462	0.308142	0.285697	0.319892	0.203208	0.202094	0.261778	0.253532	0.223478	0.245246	0.198421	0	0.250141	0.249447	0.248466	0.236293	0.256821	0.248199	0.201377	0.202065	0.356213	0.363361	0.367346	0.485515	0.467225	0.496553	0.492641	0.397171	0.370951
Anas	0.722948	0.745847	0.37699	0.424059	0.413616	0.412627	0.417163	0.396253	0.400804	0.413331	0.420562	0.398112	0.382176	0.411782	0.393237	0.368968	0.38979	0.389385	0.388248	0.38753	0.389205	0.393307	0.377414	0.411873	0.386773	0.394063	0.34571	0.342992	0.352507	0.353332	0.34912	0.352435	0.335193	0.296407	0.313032	0.281745	0.284156	0.280544	0.390183	0.353573	0.356231	0.331547	0.330928	0.357412	0.370784	0.367267	0.415329	0.42438	0.390426	0.385456	0.33684	0.373363	0.441592	0.442457	0.340098	0.340978	0.300858	0.3597	0.367119	0.290227	0.292989	0.310133	0.287036	0.270247	0.291291	0.276574	0.276194	0.253205	0.252173	0.301558	0.341983	0.337662	0.33366	0.343207	0.28046	0.287686	0.428753	0.270893	0.283035	0.281633	0.272643	0.285729	0.29721	0.27273	0.259502	0.282477	0.27845	0.274749	0.264574	0.28595	0.275163	0.259434	0.249115	0.258667	0.265369	0.256744	0.267262	0.262394	0.262645	0.292636	0.297687	0.29364	0.287142	0.311436	0.371999	0.389166	0.358899	0.357943	0.382015	0.349132	0.373336	0.359082	0.35288	0.342862	0.352674	0.298487	0.300564	0.297053	0.322333	0.337585	0.322145	0.322749	0.366351	0.369045	0.295746	0.29227	0.304507	0.297101	0.277907	0.271076	0.288971	0.326334	0.321821	0.335887	0.335379	0.328605	0.332443	0.317703	0.319934	0.319456	0.310962	0.308785	0.286921	0.286601	0.264156	0.298351	0.246079	0.244965	0.331389	0.323143	0.293089	0.314857	0.268032	0.250141	0	0.0245	0.071283	0.066418	0.086946	0.082478	0.145658	0.163738	0.334672	0.34182	0.345805	0.463974	0.445684	0.475012	0.4711	0.37563	0.34941
Aythya	0.722254	0.745153	0.376296	0.423365	0.412922	0.411933	0.416469	0.395559	0.40011	0.412637	0.419868	0.397418	0.381482	0.411088	0.392543	0.368274	0.389096	0.388691	0.387554	0.386836	0.388511	0.392613	0.37672	0.411179	0.386079	0.393369	0.345016	0.342298	0.351813	0.352638	0.348426	0.351741	0.334499	0.295713	0.312338	0.281051	0.283462	0.27985	0.389489	0.352879	0.355537	0.330853	0.330234	0.356718	0.37009	0.366573	0.414635	0.423686	0.389732	0.384762	0.336146	0.372669	0.440898	0.441763	0.339404	0.340284	0.300164	0.359006	0.366425	0.289533	0.292295	0.309439	0.286342	0.269553	0.290597	0.27588	0.2755	0.252511	0.251479	0.300864	0.341289	0.336968	0.332966	0.342513	0.279766	0.286992	0.428059	0.270199	0.282341	0.280939	0.271949	0.285035	0.296516	0.272036	0.258808	0.281783	0.277756	0.274055	0.26388	0.285256	0.274469	0.25874	0.248421	0.257973	0.264675	0.25605	0.266568	0.2617	0.261951	0.291942	0.296993	0.292946	0.286448	0.310742	0.371305	0.388472	0.358205	0.357249	0.381321	0.348438	0.372642	0.358388	0.352186	0.342168	0.35198	0.297793	0.29987	0.296359	0.321639	0.336891	0.321451	0.322055	0.365657	0.368351	0.295052	0.291576	0.303813	0.296407	0.277213	0.270382	0.288277	0.32564	0.321127	0.335193	0.334685	0.327911	0.331749	0.317009	0.31924	0.318762	0.310268	0.308091	0.286227	0.285907	0.263462	0.297657	0.245385	0.244271	0.330695	0.322449	0.292395	0.314163	0.267338	0.249447	0.0245	0	0.070589	0.065724	0.086252	0.081784	0.144964	0.163044	0.333978	0.341126	0.345111	0.46328	0.44499	0.474318	0.470406	0.374936	0.348716
Biziura	0.721273	0.744172	0.375315	0.422384	0.411941	0.410952	0.415488	0.394578	0.399129	0.411656	0.418887	0.396437	0.380501	0.410107	0.391562	0.367293	0.388115	0.38771	0.386573	0.385855	0.38753	0.391632	0.375739	0.410198	0.385098	0.392388	0.344035	0.341317	0.350832	0.351657	0.347445	0.35076	0.333518	0.294732	0.311357	0.28007	0.282481	0.278869	0.388508	0.351898	0.354556	0.329872	0.329253	0.355737	0.369109	0.365592	0.413654	0.422705	0.388751	0.383781	0.335165	0.371688	0.439917	0.440782	0.338423	0.339303	0.299183	0.358025	0.365444	0.288552	0.291314	0.308458	0.285361	0.268572	0.289616	0.274899	0.274519	0.25153	0.250498	0.299883	0.340308	0.335987	0.331985	0.341532	0.278785	0.286011	0.427078	0.269218	0.28136	0.279958	0.270968	0.284054	0.295535	0.271055	0.257827	0.280802	0.276775	0.273074	0.262899	0.284275	0.273488	0.257759	0.24744	0.256992	0.263694	0.255069	0.265587	0.260719	0.26097	0.290961	0.296012	0.291965	0.285467	0.309761	0.370324	0.387491	0.357224	0.356268	0.38034	0.347457	0.371661	0.357407	0.351205	0.341187	0.350999	0.296812	0.298889	0.295378	0.320658	0.33591	0.32047	0.321074	0.364676	0.36737	0.294071	0.290595	0.302832	0.295426	0.276232	0.269401	0.287296	0.324659	0.320146	0.334212	0.333704	0.32693	0.330768	0.316028	0.318259	0.317781	0.309287	0.30711	0.285246	0.284926	0.262481	0.296676	0.244404	0.24329	0.329714	0.321468	0.291414	0.313182	0.266357	0.248466	0.071283	0.070589	0	0.064743	0.085271	0.080803	0.143983	0.162063	0.332997	0.340145	0.34413	0.462299	0.444009	0.473337	0.469425	0.373955	0.347735
Anser	0.7091	0.731999	0.363142	0.410211	0.399768	0.398779	0.403315	0.382405	0.386956	0.399483	0.406714	0.384264	0.368328	0.397934	0.379389	0.35512	0.375942	0.375537	0.3744	0.373682	0.375357	0.379459	0.363566	0.398025	0.372925	0.380215	0.331862	0.329144	0.338659	0.339484	0.335272	0.338587	0.321345	0.282559	0.299184	0.267897	0.270308	0.266696	0.376335	0.339725	0.342383	0.317699	0.31708	0.343564	0.356936	0.353419	0.401481	0.410532	0.376578	0.371608	0.322992	0.359515	0.427744	0.428609	0.32625	0.32713	0.28701	0.345852	0.353271	0.276379	0.279141	0.296285	0.273188	0.256399	0.277443	0.262726	0.262346	0.239357	0.238325	0.28771	0.328135	0.323814	0.319812	0.329359	0.266612	0.273838	0.414905	0.257045	0.269187	0.267785	0.258795	0.271881	0.283362	0.258882	0.245654	0.268629	0.264602	0.260901	0.250726	0.272102	0.261315	0.245586	0.235267	0.244819	0.251521	0.242896	0.253414	0.248546	0.248797	0.278788	0.283839	0.279792	0.273294	0.297588	0.358151	0.375318	0.345051	0.344095	0.368167	0.335284	0.359488	0.345234	0.339032	0.329014	0.338826	0.284639	0.286716	0.283205	0.308485	0.323737	0.308297	0.308901	0.352503	0.355197	0.281898	0.278422	0.290659	0.283253	0.264059	0.257228	0.275123	0.312486	0.307973	0.322039	0.321531	0.314757	0.318595	0.303855	0.306086	0.305608	0.297114	0.294937	0.273073	0.272753	0.250308	0.284503	0.232231	0.231117	0.317541	0.309295	0.279241	0.301009	0.254184	0.236293	0.066418	0.065724	0.064743	0	0.066036	0.06863	0.13181	0.14989	0.320824	0.327972	0.331957	0.450126	0.431836	0.461164	0.457252	0.361782	0.335562
Malacorhynchus	0.729628	0.752527	0.38367	0.430739	0.420296	0.419307	0.423843	0.402933	0.407484	0.420011	0.427242	0.404792	0.388856	0.418462	0.399917	0.375648	0.39647	0.396065	0.394928	0.39421	0.395885	0.399987	0.384094	0.418553	0.393453	0.400743	0.35239	0.349672	0.359187	0.360012	0.3558	0.359115	0.341873	0.303087	0.319712	0.288425	0.290836	0.287224	0.396863	0.360253	0.362911	0.338227	0.337608	0.364092	0.377464	0.373947	0.422009	0.43106	0.397106	0.392136	0.34352	0.380043	0.448272	0.449137	0.346778	0.347658	0.307538	0.36638	0.373799	0.296907	0.299669	0.316813	0.293716	0.276927	0.297971	0.283254	0.282874	0.259885	0.258853	0.308238	0.348663	0.344342	0.34034	0.349887	0.28714	0.294366	0.435433	0.277573	0.289715	0.288313	0.279323	0.292409	0.30389	0.27941	0.266182	0.289157	0.28513	0.281429	0.271254	0.29263	0.281843	0.266114	0.255795	0.265347	0.272049	0.263424	0.273942	0.269074	0.269325	0.299316	0.304367	0.30032	0.293822	0.318116	0.378679	0.395846	0.365579	0.364623	0.388695	0.355812	0.380016	0.365762	0.35956	0.349542	0.359354	0.305167	0.307244	0.303733	0.329013	0.344265	0.328825	0.329429	0.373031	0.375725	0.302426	0.29895	0.311187	0.303781	0.284587	0.277756	0.295651	0.333014	0.328501	0.342567	0.342059	0.335285	0.339123	0.324383	0.326614	0.326136	0.317642	0.315465	0.293601	0.293281	0.270836	0.305031	0.252759	0.251645	0.338069	0.329823	0.299769	0.321537	0.274712	0.256821	0.086946	0.086252	0.085271	0.066036	0	0.089158	0.152338	0.170418	0.341352	0.3485	0.352485	0.470654	0.452364	0.481692	0.47778	0.38231	0.35609
Oxyura	0.721006	0.743905	0.375048	0.422117	0.411674	0.410685	0.415221	0.394311	0.398862	0.411389	0.41862	0.39617	0.380234	0.40984	0.391295	0.367026	0.387848	0.387443	0.386306	0.385588	0.387263	0.391365	0.375472	0.409931	0.384831	0.392121	0.343768	0.34105	0.350565	0.35139	0.347178	0.350493	0.333251	0.294465	0.31109	0.279803	0.282214	0.278602	0.388241	0.351631	0.354289	0.329605	0.328986	0.35547	0.368842	0.365325	0.413387	0.422438	0.388484	0.383514	0.334898	0.371421	0.43965	0.440515	0.338156	0.339036	0.298916	0.357758	0.365177	0.288285	0.291047	0.308191	0.285094	0.268305	0.289349	0.274632	0.274252	0.251263	0.250231	0.299616	0.340041	0.33572	0.331718	0.341265	0.278518	0.285744	0.426811	0.268951	0.281093	0.279691	0.270701	0.283787	0.295268	0.270788	0.25756	0.280535	0.276508	0.272807	0.262632	0.284008	0.273221	0.257492	0.247173	0.256725	0.263427	0.254802	0.26532	0.260452	0.260703	0.290694	0.295745	0.291698	0.2852	0.309494	0.370057	0.387224	0.356957	0.356001	0.380073	0.34719	0.371394	0.35714	0.350938	0.34092	0.350732	0.296545	0.298622	0.295111	0.320391	0.335643	0.320203	0.320807	0.364409	0.367103	0.293804	0.290328	0.302565	0.295159	0.275965	0.269134	0.287029	0.324392	0.319879	0.333945	0.333437	0.326663	0.330501	0.315761	0.317992	0.317514	0.30902	0.306843	0.284979	0.284659	0.262214	0.296409	0.244137	0.243023	0.329447	0.321201	0.291147	0.312915	0.26609	0.248199	0.082478	0.081784	0.080803	0.06863	0.089158	0	0.143716	0.161796	0.33273	0.339878	0.343863	0.462032	0.443742	0.47307	0.469158	0.373688	0.347468
